external_id,display_name,description,address,latitude,longitude,opening_hours_text,opening_hours_json,source,source_url,is_active,created_at,updated_at
greatlist-msk-restaurant-koji,Koji,"Паназиатский ресторан, придуманный Гленом Баллисом и возглавляемый Василием Зайцевым, в Калашном пер., 9 Компактное, но буквально напичканное хитами меню — есть и суши, и лапша, и утка по-пекински.","Калашный пер., 9",55.757090,37.599633,Вс-Чт 12:00–00:00 Пт-Сб 12:00–02:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""sun"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""mon"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""tue"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""12:00"",""to"":""02:00"",""next_day"":true}],""sat"":[{""from"":""12:00"",""to"":""02:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/koji/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-oltremare,Oltremare,"Солидный ресторан классической итальянской кухни на Саввинской наб., 13 Строгость в интерьере, впрочем, компенсирует душевное меню, над которым трудится талантливый Эмануэле Поллини.","Саввинская набережная, 13",55.735545,37.567276,Вс–Чт 12:00–00:00 Пт–Сб 12:00–02:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""sun"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""mon"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""tue"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""12:00"",""to"":""02:00"",""next_day"":true}],""sat"":[{""from"":""12:00"",""to"":""02:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/oltremare/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-loona,Loona,"Итальянский проект шеф-поваров Виталия Истомина и Артема Лосева на Тверском б-р, 24,стр. 1 В меню — классика тратторий (паста, ризотто, печень по-милански) и московских бистро (сырники, авокадо-тост).","Тверской бул., 24, стр. 1",55.762280,37.603849,Ежедневно 09:00–00:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""09:00"",""to"":""00:00"",""next_day"":true}],""tue"":[{""from"":""09:00"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""09:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""09:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""09:00"",""to"":""00:00"",""next_day"":true}],""sat"":[{""from"":""09:00"",""to"":""00:00"",""next_day"":true}],""sun"":[{""from"":""09:00"",""to"":""00:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/loona/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-grace,Grace Bistro,"Ресторан европейской кухни со средиземноморским акцентом на ул. Спиридоновка, 25/20,стр. 1 Наполненное светом и воздухом пространство, симпатичные завтраки и большой RAW-bar.","ул. Спиридоновка, 25/20с1",55.762797,37.588985,"Пн-Пт 09:00–23:00 Сб, Вс 10:00–23:00","{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""09:00"",""to"":""23:00"",""next_day"":false}],""tue"":[{""from"":""09:00"",""to"":""23:00"",""next_day"":false}],""wed"":[{""from"":""09:00"",""to"":""23:00"",""next_day"":false}],""thu"":[{""from"":""09:00"",""to"":""23:00"",""next_day"":false}],""fri"":[{""from"":""09:00"",""to"":""23:00"",""next_day"":false}],""sat"":[{""from"":""10:00"",""to"":""23:00"",""next_day"":false}]}}",greatlist,https://greatlist.ru/msk/restaurant/grace/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-olluco,Olluco,"Проект перуанца Вирхилио Мартинеса, посвященный преодолению границ южноамериканской кухни. Самый интересный в Москве файн-дайнинг со сложно сочиненными сет-меню по адресу: Даев пер., 19","Даев пер., 19",55.770242,37.638085,Вт-Вс 17:00–00:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""tue"":[{""from"":""17:00"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""17:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""17:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""17:00"",""to"":""00:00"",""next_day"":true}],""sat"":[{""from"":""17:00"",""to"":""00:00"",""next_day"":true}],""sun"":[{""from"":""17:00"",""to"":""00:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/olluco/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-silencio,Silencio,"Чтобы зайти сюда, повода искать не надо. Желание выпить или разобраться в нюансах абсента и коктейлях на его основе, потребность ощутить себя в кинематографических линчевских интерьерах, нужда в камерной обстановке или задача найти на свою голову романтическое приключение — все…","ул. Солянка, 1/2",55.754099,37.638213,Ср-Чт: 18:00–24:00 Пт-Сб: 18:00–02:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""wed"":[{""from"":""18:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""18:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""18:00"",""to"":""02:00"",""next_day"":true}],""sat"":[{""from"":""18:00"",""to"":""02:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/silencio/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-matreshka,Матрешка,"Самый честный в Москве ресторан традиционной русской кухни на Кутузовском просп., 2/1,стр. 6 Проект Maison Dellos под управлением историка кулинарии и бренд-шефа Влада Пискунова.","Кутузовский просп., 2/1с6",55.75089721007173,37.565375294003225,Ежедневно 09:00 - 23:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""09:00"",""to"":""23:00"",""next_day"":false}],""tue"":[{""from"":""09:00"",""to"":""23:00"",""next_day"":false}],""wed"":[{""from"":""09:00"",""to"":""23:00"",""next_day"":false}],""thu"":[{""from"":""09:00"",""to"":""23:00"",""next_day"":false}],""fri"":[{""from"":""09:00"",""to"":""23:00"",""next_day"":false}],""sat"":[{""from"":""09:00"",""to"":""23:00"",""next_day"":false}],""sun"":[{""from"":""09:00"",""to"":""23:00"",""next_day"":false}]}}",greatlist,https://greatlist.ru/msk/restaurant/matreshka/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-mamie,Mamie,"Бистро европейской кухни в загородном сеттинге на Большой Никитской ул., 14/2, стр. 7Меню — как дома у бабушки в самом лучше смысле слова: ньокки, минестроне, бифштекс и клубничный тарт.","Большая Никитская ул., 14/2с7",55.756771,37.605364,Вс-Чт 08:00-00:00 Пт-Сб 08:00-02:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""sun"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""mon"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""tue"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""08:00"",""to"":""02:00"",""next_day"":true}],""sat"":[{""from"":""08:00"",""to"":""02:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/mamie/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-800-contemporary,800 Contemporary,"Стейк-хаус в Большом Патриаршем пер., 6, стр. 1, с хорошим выбором российской, аргентинской и японской говядины и целой отдельной страницей меню, посвященной картофельному пюре.","Большой Патриарший пер., 6, стр. 1",55.76273634322329,37.59218867172614,Ежедневно 09:00–00:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""09:00"",""to"":""00:00"",""next_day"":true}],""tue"":[{""from"":""09:00"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""09:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""09:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""09:00"",""to"":""00:00"",""next_day"":true}],""sat"":[{""from"":""09:00"",""to"":""00:00"",""next_day"":true}],""sun"":[{""from"":""09:00"",""to"":""00:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/800-contemporary/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-pafos,Пафос,"Два заведения в одном: городская брассери и ресторан греческой кухни, занимающие два этажа по адресу: Тверской б-р, 27, стр. 1 Расслабленная, практически курортная обстановка и аутентичная еда.","Тверской бульвар, 27, стр. 1",55.76365,37.602562,Пн-Чт 11:00-24:00 Пт 11:00-2:00 Сб 10:00-2:00 Вс 10:00-24:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""11:00"",""to"":""00:00"",""next_day"":true}],""tue"":[{""from"":""11:00"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""11:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""11:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""11:00"",""to"":""02:00"",""next_day"":true}],""sat"":[{""from"":""10:00"",""to"":""02:00"",""next_day"":true}],""sun"":[{""from"":""10:00"",""to"":""00:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/pafos/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-muse,Muse,"Один из самых интересных гастрономических проектов Москвы на Большой Никитской ул.,14/2, стр. 7 Авторская кухня Руслана Полякова со средиземноморскими и ближневосточными мотивами, хороший бар.","Большая Никитская ул., 14/2с7",55.756778,37.605244,Ежедневно 08:00–00:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""tue"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""sat"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""sun"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/muse/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-leveldva,Leveldva,"Креативное пространство с бранчами и вечеринками над рестораном «Уголек» на Большой Никитской ул., 12 Самый любопытный развлекательный проект ресторатора Ильи Тютенкова.","Большая Никитская ул., 12",55.756509,37.606382,"Пн-Чт, Вс 08:30-00:00 Пт-Сб 08:30-02:00","{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""08:30"",""to"":""00:00"",""next_day"":true}],""tue"":[{""from"":""08:30"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""08:30"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""08:30"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""08:30"",""to"":""02:00"",""next_day"":true}],""sat"":[{""from"":""08:30"",""to"":""02:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/leveldva/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-tottori,Tottori,"Атмосферный ресторан японской кухни по адресу: Большой Черкасский пер., 13, стр. 4 (Новая пл., 14). В меню — более десятка видов раменов, большой выбор гедза и аутентичного японского алкоголя.","Большой Черкасский пер., 13с4 / Новая площадь, 14",55.75697954703257,37.62890162447719,Вс-Чт 11:00 - 23:00 Пт-Сб 11:00 - 00:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""sun"":[{""from"":""11:00"",""to"":""23:00"",""next_day"":false}],""mon"":[{""from"":""11:00"",""to"":""23:00"",""next_day"":false}],""tue"":[{""from"":""11:00"",""to"":""23:00"",""next_day"":false}],""wed"":[{""from"":""11:00"",""to"":""23:00"",""next_day"":false}],""thu"":[{""from"":""11:00"",""to"":""23:00"",""next_day"":false}],""fri"":[{""from"":""11:00"",""to"":""00:00"",""next_day"":true}],""sat"":[{""from"":""11:00"",""to"":""00:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/tottori/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-anchovys-club,Anchovy's Club,"Креативный рыбный ресторан в Колокольниковом пер., 3, стр. 2 Экспериментальный проект, объединяющий пивную и морскую кухню. Остроумно устроенное меню, советующее лучшие пейринги.","Колокольников пер., 3с2",55.76802421478946,37.624772086209916,Пн-Чт 12:00-00:00 Пт-Вс 10:00-00:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""tue"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""10:00"",""to"":""00:00"",""next_day"":true}],""sat"":[{""from"":""10:00"",""to"":""00:00"",""next_day"":true}],""sun"":[{""from"":""10:00"",""to"":""00:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/anchovys-club/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-kofemaniya-chefs,Кофемания Chef’s,"Ресторан «современной московской кухни» в Спиридоньевском пер., 17. Новый гастрономический проект легендарной сети «Кофемания» с добротной городской европейской классикой в меню.","Спиридоньевский переулок, 17",55.762882,37.595741,Пн-Чт 08:00 - 00:00 Пт-Сб 8:00- 02:00 Вс 08:00 - 00:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""tue"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""08:00"",""to"":""02:00"",""next_day"":true}],""sat"":[{""from"":""08:00"",""to"":""02:00"",""next_day"":true}],""sun"":[{""from"":""08:00"",""to"":""00:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/kofemaniya-chefs/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-carniceria-vino,Carnicería vino,"Красивое слово carniceria, вынесенное в заглавие места, означает мясную лавку. Название отчасти лукавое, так как с мясной лавкой это место роднят только премиальные и редкие куски мяса да холодильники, набитые колбасой, а все остальное — это шикарный, опять же мясной, ресторан,…",ул. Cолянка 1/2с1,55.754529,37.638153,Ежедневно: 17:00 – 00:00,"{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""17:00"",""to"":""00:00"",""next_day"":true}],""tue"":[{""from"":""17:00"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""17:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""17:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""17:00"",""to"":""00:00"",""next_day"":true}],""sat"":[{""from"":""17:00"",""to"":""00:00"",""next_day"":true}],""sun"":[{""from"":""17:00"",""to"":""00:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/carniceria-vino/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
greatlist-msk-restaurant-zojka,Зойка,"Уютный ресторан с европейской и русской кухней и творческой обстановкой в Большом Патриаршем пер., 8, стр. 1 Основатели называют свое заведение «гостиной» и кормят вкусно и с душой.","Большой Патриарший пер., 8, стр. 1",55.762805,37.592494,"Пн-Чт 12:00–00:00 Пт, Сб 12:00–02:00 Вс 12:00–00:00","{""timezone"":""Europe/Moscow"",""weekly"":{""mon"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""tue"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""wed"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""thu"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}],""fri"":[{""from"":""12:00"",""to"":""02:00"",""next_day"":true}],""sun"":[{""from"":""12:00"",""to"":""00:00"",""next_day"":true}]}}",greatlist,https://greatlist.ru/msk/restaurant/zojka/,true,2026-05-24T00:00:00Z,2026-05-24T00:00:00Z
